body,title,url
"
La procuradora Ernestina Godoy confirmó que el exdiputado del Partido de la Revolución Democrática, Eddy Ortiz, fue asesinado ayer por la noche en la alcaldía de Tláhuac.
Luego del homicidio, la dependencia investiga si el exasambleísta tenía vínculo con el Cártel de Tláhuac o recibió alguna amenaza de dicho grupo delictivo.
“Es una línea de investigación... con bandas de Tláhuac, si había alguna relación o que pudiera haber sido amenazado, es una línea de investigación”, dijo al término del gabinete de seguridad.
Eddy Ortiz recibió al menos un disparo mortal en la cabeza cuando se encontraba afuera de su domicilio en la calle Onofre Capeto, colonia La Conchita.
Hasta el momento no hay detenidos en el caso.
 ",Matan a exdiputado de Tláhuac; investigan vínculo con cártel de Tláhuac,http://www.eluniversal.com.mx/metropoli/cdmx/matan-exdiputado-de-tlahuac-recibio-un-disparo-en-la-cabeza
,,http://www.eluniversal.com.mx/deportes/box
,,https://www.tangible-eluniversal.com.mx/en-verdad-padecio-sifilis-schubert-el-gran-compositor-austriaco
"

Tras el triunfo de Barbosa y la derrota de Cárdenas en las elecciones para gobernador de Puebla, es necesario detenerse un momento para reflexionar sobre lo ocurrido. A lo largo de su campaña, Enrique Cárdenas no pudo convencer a los poblanos de votar y de que el cambio era posible, pero hizo un gran esfuerzo en acercarse y escuchar a los ciudadanos y en realizar propuestas basadas en evidencia. Cárdenas perdió la elección, pero no sufrió una derrota política, porque demostró que hay una oposición importante frente al actual régimen. Cárdenas no gobernará, pero dejó los cimientos para que todos los que le apoyamos continuemos vigilando a nuestros gobiernos y generando propuestas para mejorarlos.

Cárdenas y Barbosa representaban dos candidatos opuestos. Como mencioné en otro artículo, Cárdenas tiene una notable trayectoria personal y profesional que le distinguen de la usual clase política. Es doctor en economía por la Universidad de Yale, académico, ex rector de la Universidad de las Américas en Puebla, antiguo Director Ejecutivo del Centro de Estudios Espinosa Yglesias (CEEY) y, principalmente, un ciudadano comprometido con su país. Barbosa, en contraste, representa más de lo mismo. Antes de unirse a Morena, militó 23 años en el PRD. De ese partido, fue diputado federal, senador y coordinador de bancada.

Como era de esperarse, las campañas electorales de los candidatos fueron diferentes. Cárdenas optó por propuestas basadas en evidencia y por el acercamiento con la ciudadanía. Sin embargo, fue blanco de críticas y calumnias. Por ejemplo, se difundió falsamente que había sido denunciado por peculado cuando dirigía el CEEY. Además, le faltó ser más emotivo para convencer a los poblanos de ir a las urnas y un mayor acercamiento con las comunidades rurales. Barbosa, hay que reconocer, contó con más apoyo de los medios y supo ganarse las zonas rurales. No obstante, enfrenta quejas en el INE por usar símbolos religiosos, gastar más de lo reportado y contar con la presencia de funcionarios públicos en actos proselitistas. Además, publicó un póster con la leyenda “juntos busquemos la reconciliación” en el que abrazaba a una mujer, el cual resultó incómodo para los familiares y partidarios de la exgobernadora Ericka Alonso, fallecida el pasado diciembre.

Este 2 de junio, se eligió finalmente al gobernador de Puebla. En una elección en la que sólo acudió a votar 33% del electorado, Barbosa obtuvo 45% de los votos y Cárdenas, 33%. Es decir, aunque Barbosa ganó, la cantidad real de personas que votó por él es pequeña: únicamente lo apoyó 14% del padrón electoral. Pese a que Cárdenas no pudo hacer frente al abstencionismo y perdió la elección, ganó la capital poblana y las zonas urbanas. Además, hizo notable que hay un puñado de personas que es crítico de sus autoridades y que no se resigna frente a los ataques sistemáticos contra las instituciones y los derechos. Como Cárdenas mencionó tras los comicios y como yo también creo, en estas elecciones, “cientos de miles de poblanos ganamos confianza, credibilidad, esperanza (…). Logramos hacer visible que los políticos de siempre deben acercarse a los ciudadanos para poder gobernar (…). Le plantamos cara a un régimen que cada día enseña con más claridad su verdadero rostro”.

No me queda más que reconocer este triunfo de Cárdenas y de quienes le apoyamos, reconocer los errores, aprender de ellos y pedir a todos que aprovechemos la fuerza que hemos ganado para mejorar nuestra democracia y nuestro país. Hoy, nos toca reconocer a los ganadores, pero también, continuar vigilándolos, evaluándolos y generando propuestas para garantizar su mejor desempeño.
 Presidenta de Causa en Común
@MaElenaMorera
",Puebla: un tropiezo electoral no es una derrota política,https://www.eluniversal.com.mx/articulo/maria-elena-morera/nacion/puebla-un-tropiezo-electoral-no-es-una-derrota-politica
"

La noticia de que las niñas y niños de la Ciudad de México podrán elegir usar lo que se llamó uniforme neutro ocupó un importante espacio de discusión esta semana. La medida beneficiará esencialmente a las niñas que podrán optar entre usar falda o pantalón y no obligatoriamente falda.

Cubrirse el cuerpo nació como una necesidad de los seres humanos frente a las inclemencias del tiempo. Las pieles de los animales fueron el primer insumo y, más adelante, como parte de la cultura, comenzó a desarrollarse el tejido de distintas fibras para confeccionar la ropa. En el origen, no estaba diferenciada en atención al sexo de quien la portaba.

Las primeras diferenciaciones tuvieron que hacerse por la necesidad de movilidad para la guerra. Los romanos acortaron las túnicas de los griegos. A los celtas se atribuye el invento del pantalón. Después de los viajes de Marco Polo, en occidente se comenzaron a usar las sedas de oriente y los trajes de mujeres y hombres comenzaron a tener diferencias marcadas. Aunque debajo del vestido y el pantalón -a la rodilla- tanto hombres como mujeres cubrían sus piernas con mallas y se usaba el encaje en la ropa de ambos.

Los voluminosos vestidos de las mujeres tuvieron que modificarse y hacerse más prácticos con su inclusión en el medio laboral. El largo de la falda se volvió motivo de “honorabilidad y respeto” y, desafortunadamente, hasta hoy en día, el largo de la falda se ve como inversamente proporcional al nivel de riesgo de una agresión.

Las primeras mujeres que se atrevieron a usar pantalones en el siglo XIX fueron mal vistas. Incluso, en Estados Unidos, se promulgaron, a partir de 1848, leyes locales que prohibían una vestimenta “que no correspondía al sexo”: crossdressing.

Emma Snodgrass fue arrestada en repetidas ocasiones por atreverse a usar pantalones. Cuando le preguntaron por qué lo hacía respondió: con pantalones tienes más derechos, un mejor salario, por ejemplo.

Montar a caballo, andar en bicicleta, subir y bajar de los distintos modos de transporte, hacer deporte, requirieron de ajustes en la forma de vestir de las mujeres. Desde los años 70 el uso de los pantalones quedó normalizado.

En 2011, llegó a Tribunales el caso de un grupo de enfermeras de Cádiz que buscaba igualdad respecto de la ropa de los enfermeros. Ellos cubrían sus jornadas con ropa cómoda y sencilla y ellas tenían que usar falda, delantal, medias y cofia. El Tribunal Supremo de España les dio la razón.

El desarrollo de las fibras sintéticas ha contribuido a lograr mayor comodidad en el movimiento. La ropa deportiva es ejemplo de ello y es también la que menos diferencias presenta en función del sexo. Hoy, hombres y mujeres usan licras en el gimnasio o para la práctica del ciclismo o el atletismo.

En el caso de los niños y niñas, el día que en la escuela toca deportes se igualan para la movilidad. En los otros días, muchas niñas, para correr, saltar o subirse a los juegos necesitan llevar licras debajo de las faldas o practicar habilidades para que la prenda no estorbe.

La discusión sobre el uniforme neutro mostró mayores prejuicios respecto de la sola posibilidad de que un niño pudiera elegir una falda. Esto sería perfectamente normal con el kilt en Escocia, el pareo tahitiano, el lava lava de la polinesia, la fustanela de griegos y albanos, el sarong en algunas partes de Asia o la túnica de los lacandones en Chiapas.

Pensar que la definición de la sexualidad depende de la ropa es considerar que nuestra esencia se define por la envoltura de nuestros cuerpos.

Los códigos del vestir son construcciones sociales que varían en tiempo y lugar. Son convencionalismos removibles. La forma de vestir debe quedar, desde la infancia, en la esfera de la libertad individual. Es parte del libre desarrollo de la personalidad.
 Catedrática de la UNAM.
@leticia_bonifaz
",Entre faldas y pantalones,https://www.eluniversal.com.mx/articulo/leticia-bonifaz-alfonzo/nacion/entre-faldas-y-pantalones
"[email protected]
Hace más de siglo y medio, el barco Colombo arribó a las apacibles aguas del mar de Huatulco con un huésped especial: el derrocado y traicionado héroe independentista, Vicente Guerrero. En esa playa fue entregado al gobierno que lo desconoció y le arrebató el poder, desde entonces esta bahía lleva un nombre singular: La Entrega.
El tiempo ha hecho de las suyas a lo largo de los 150 metros de longitud de La Entrega, aunque las tranquilas aguas siguen siendo las mismas, el bullicio se apodera de la zona aunque no sean días vacacionales. De acuerdo a las cifras de la autoridad municipal,  más de 100 mil personas la visitan al año. Y claro, también sigue recibiendo embarcaciones y personajes  especiales.
Esta playa simbólica para la historia de México se convirtió hace 10 días en un destino también simbólico para  las más de 200 mil personas con discapacidad que viven en Oaxaca, según el Instituto Nacional de Estadística y Geografía (Inegi), porque La Entrega fue nombrada una de las nueve playas incluyentes del país, la primera en la entidad y la cuarta en el litoral del Pacífico.
La primera vez en el mar
Paco y Sirena son dos pericos que  prácticamente hacen su nido en la cabeza de Aracely, una jovencita de 16 años con parálisis cerebral. Su madre, Teresa Sánchez Sebastián, se los compró como parte de su terapia de rehabilitación: para controlar su nerviosismo, la joven enfoca sus energías en las aves que juegan entre sus cabellos.
Aracely sonríe con todo su cuerpo. La felicidad la demuestra contorsionándose sobre el camastro anfibio que es sostenido en el mar por su madre  y por  Javier, uno de los dos buzos salvavidas  capacitados para atender  a las personas que disfrutan del mar gracias a este programa piloto impulsado por  el DIF —tanto estatal como   municipal—, el   Monte de Piedad y el Fondo Nacional de Fomento al Turismo.

La joven niña es visitante asidua desde pequeña de la Unidad Básica de Rehabilitación de Santa María Huatulco, así que desde ahí  fue invitada para ser de las primeras  en utilizar las instalaciones de la primera playa incluyente en Oaxaca. En cinco días, ya  son dos las  ocasiones  que Aracely  se mete al mar con su madre, sus tres hermanos y sus dos pericos.
“Antes no la traía al mar, pesa mucho para meterla, pocas veces ella ha disfrutado. Antes era más como una gelatina, pero con el tiempo y las rehabilitaciones ya se mueve, los periquitos le ayudan más. Ahora el mar la hace muy feliz, ella puede mojarse  y los buzos me ayudan a sostenerla un rato”, comenta Teresa mientras sus hijos la rodean salpicando de agua el cuerpo de Aracely.

A escasos dos metros de la joven está Pablo Elino Jiménez, un anciano de la ciudad de Oaxaca que lleva 40 de sus 70 años inmovilizado por la esclerosis múltiple, que lo tiene completamente postrado. No es su primera vez en la playa, pero sí es la primera vez que se mete  al mar y lo disfruta  con la ayuda de sus dos hijos.
Pablo siempre viene a La Entrega. Se sienta debajo de una sombrilla y ve a sus hijos y nietos disfrutar del mar; se conforma. En esta ocasión fue grande su sorpresa al  ver que todo en esta playa  fue adaptado  para personas como él, desde el estacionamiento, la palapa de recepción, los baños, las rampas y  los camastros  anfibios. 

“No sé quién lo haya hecho, pero quien lo hizo, lo hizo bien. Yo estoy muy feliz porque es la primera vez que me meto al mar con la ayuda de mis hijos, pero por fin disfruto del agua”, comenta  mientras sus hijos explican que antes de ese día era difícil meterlo, él se negaba. Ahora fue más fácil.
Para que Pablo pudiera sentir por primera vez el mar fue necesaria una inversión público-privada que asciende a 4  millones 400 mil pesos, presupuesto con  el cual se acondicionó todo el lugar.
Faltan más espacios...
Dos metros más allá de donde están Aracely y Pablo, Raúl, el otro  joven buzo, sostiene a Carmelita Martínez Muñoz, otra de las beneficiarias y presidenta de la Organización de Personas con Discapacidad de Bahías de Huatulco, que desde hace  años lucha por mejorar las condiciones de vida de las mil 115 personas que tienen alguna  discapacidad en este municipio de la Costa, donde viven 38 mil 629 habitantes.
 “Es un sueño hecho realidad”, es lo primero que expresa Carmelita cuando se le pregunta por el proyecto en La Entrega. Se emociona hasta las lágrimas  al saberse parte de este programa piloto que cuenta con nueve personas que han brindado atención a más de 30  sólo en los primero cinco días que llevan las instalaciones modificadas.

De acuerdo con Inegi, del total de personas que viven con discapacidad en este municipio,  36.2% tiene problemas para caminar o  moverse;   11.1% para hablar, comunicarse o conversar;   un 1.4% al vestirse, bañarse o comer; 3% al momento de poner atención o aprender cosas sencillas y  8.1% tiene problemas de carácter intelectual.
 “Ha sido difícil que nos volteen a ver a lo largo de tantos años de lucha, pero se van aperturando más espacios.  Falta mucho por concientizar a los ciudadanos en respetar los espacios que se crean para nosotros, pero no vamos a descansar, hasta  que todos nos incluyan. Hoy fue una playa, pero queremos más playas, más parques adaptados,  más espacios en los gobiernos”, señala Carmelita mientras dos promotores le acomodan el chaleco salvavidas y la cargan para colocarla en el camastro anfibio.

Y así,  feliz, abriéndose paso entre la gente, Carmelita llega en su camastro con ruedas hasta la playa que la recibe plácidamente, como recibiera hace más de un siglo al traicionado Vicente Guerrero.
...y mucha sensibilización
Reina Ríos Cruz se acerca a los turistas que se tiran sobre la arena obstruyendo el camino trazado para el tránsito de las sillas de rueda y camastros anfibios hacia la playa. Les habla con toda la propiedad de una funcionaria y con respeto les pide despejar el área marcada para las personas con discapacidad, ellos la miran y no terminan de entender que tienen el resto de la playa disponible, menos esos dos metros.
Insisten en obstruir, pero Reina les señala que la playa ya se adaptó a las necesidades de personas especiales. De mala gana, aceptan moverse y dejar el camino libre. Esa es  precisamente la mayor dificultad a la que se enfrenta el personal capacitado para vigilar este  proyecto de playa incluyente.
“Es algo nuevo para la gente, pero deben de aprender a respetar, para eso se capacitó a nueve personas del municipio durante dos días, tenemos buzos expertos con más de 20 años en el mar, brindando atención a turistas. Con la inauguración se dio un importante paso hacia una cultura de inclusión total en Oaxaca”, explica Reina,  delegada regional del   DIF en la Costa.
Para acceder a las instalaciones y el equipo especializado para personas con discapacidad, los interesados sólo  tienen que registrarse en el módulo y traer consigo  una persona responsable. Tal ha sido la demanda del proyecto que en cinco días ya han recibido peticiones de grupos y de centros de atenciones múltiples de varias regiones del  estado para utilizar la playa.
Además, ahora  La Entrega también  se convirtió en un espacio de terapia para las personas que reciben rehabilitación, pues “pagar una alberca no es económico, mucho menos para las personas de bajos recursos, así que tener como opción una playa certificada como incluyente es una gran noticia para las más de 200 mil personas con discapacidad en  Oaxaca, por  ejemplo, Aracely”, detalla Reina Ríos.
Para escoger La Entrega como destino del proyecto, por año y medio  se tuvo que monitorear la zona  con drones y  realizar  mediciones del oleaje en distintas épocas del año,  buscando las más tranquilas. Y algo  igual de  importante: se buscó   un lugar a la altura para este  otro hecho histórico. 
",El mar es para todos: estrena Huatulco una playa incluyente,http://oaxaca.eluniversal.com.mx/especiales/22-04-2019/el-mar-es-para-todos-estrena-huatulco-una-playa-incluyente
"CUERNAVACA.– Tres hombres fueron detenidos, uno de los cuales se hirió con su propia pistola, luego de que asaltaran una pizzería, en la colonia Carolina.
El jueves a las 22:00 horas, dos sujetos llegaron al negocio de comida rápida que se ubica sobre la calle Actores.
Ahí, con armas de fuego, sometieron a los empleados y los obligaron a entregarles el dinero de las ganancias.
Enseguida, los ladrones salieron del comercio y huyeron corriendo hasta llegar a un automóvil Platina que ya los esperaba.
Sin embargo, un agente de tránsito que pasaba por el sitio en ese instante se percató de lo ocurrido, por lo que comenzó a perseguir a los delincuentes.
Metros adelante, el oficial logró cerrarles el paso, provocando que los sujetos detuvieran su marcha, aunque impactando su patrulla contra un poste. 
Al bajar del auto, el oficial sometió a uno de los ladrones, pero durante el forcejeo, el delincuente se disparó con su propia arma en el abdomen.
Al lugar llegaron más elementos policíacos, los cuales lograron asegurar a los otros dos sujetos, mientras que paramédicos del ERUM atendió al herido, identificado como Francisco Daniel, quien fue llevado a un hospital, donde está bajo custodia.
",,https://www.elgrafico.mx/la-roja/ladron-se-dispara-durante-asalto-pizzeria-en-morelos-lo-detienen-junto-complices
"

La historia después de la senadora y su pistola

Nos comentan que en Baja California Sur a la senadora Lucía Trasviña Waldenrath (Morena) le llovieron críticas por una foto en la que se le veía posar con una pistola enfundada en su pantalón. Tras la difusión de la imagen, nos platican, a doña Lucía la tacharon de hacer apología del crimen; sin embargo, el líder local morenista, Alberto Rentería, salió al paso y acusó que se trató de un “montaje”, pero no mostró la foto “original”. Mientras tanto, nos señalan, entre que son peras o manzanas, los memes no esperaron y de paso los usuarios recordaron otras polémicas de la legisladora, como su “florido” lenguaje en el Senado. Así, nos cuentan, los sudcalifornianos dijeron sentirse apenados de su representación y cuestionaron su carrera política, ya que en 2015 doña Lucía contendió para ser delegada de un poblado de 4 mil habitantes y obtuvo apenas 26 votos. Más de uno dijo “lamentar” que el tsunami morenista del año pasado llevara a tribuna a tales personajes. ¡Zas!

 

Desbandada del sol azteca llega a Morena

Nos adelantan desde Michoacán que este domingo, después de dos meses de formalizar su renuncia al PRD, anuncian su adición a Morena 10 diputados federales, tres legisladores locales, 20 alcaldes, 112 regidores, 18 síndicos, liderazgos regionales y militantes de la corriente Alternativa Democrática Nacional, liderada por el exdirigente estatal del sol azteca y diputado federal Carlos Torres Piña. Según nos revelan, será a las 11:00 horas de este domingo, en el Palacio del Arte de Morelia, donde Morena Michoacán ondeará las banderas de la victoria, pues no sólo engrosará sus filas, sino también su representación en la bancada del Congreso local. En el estado ya no calienta el sol.

 

Se respira miedo en el gabinete de Sinaloa

Los recientes movimientos en el gabinete del gobernador de Sinaloa, Quirino Ordaz Coppel (PRI), nos dicen, volvieron a activar las pasiones políticas con miras a la sucesión en 2021, con la asunción de caras nuevas a nivel de secretario y el desplazamiento de otros a nuevas responsabilidades menos visibles y activas en su administración. Uno de los cambios que causó más ruido, nos cuentan, fue el de Álvaro Ruelas Echave, quien en un lapso de casi un año va por su tercer cargo, esta vez como titular del Instituto Sinaloense de Infraestructura Física Educativa, asignación que se interpretó como que se busca cuidarlo y no dejarlo tan expuesto. Ante este panorama, nos dicen, don Quirino ha dejado muy claro que no prepara delfines ni prospectos, porque falta mucho para la próxima contienda electoral. ¡Puras aves de mal agüero!

 

Quieren cabeza de líder tricolor

Quien está que ya no la calienta ni el sol, nos cuentan, es la líder del PRI en Tamaulipas, Yahleel Abdala Carmona, puesto que en las elecciones de hace una semana, para renovar el Congreso estatal, el tricolor no logró conquistar ni uno de 22 distritos. Ante este panorama, nos señalan, doña Yahleel difundió un video en el que le levanta la mano al abstencionismo como gran ganador, y para justificar su derrota se lanza con todo, denunciando compra de votos, coacción, amenazas y chantajes, lo cual le salió contraproducente, porque la militancia sólo se lanzó contra ella, incluso pidiendo su renuncia y asegurando que para pretextos no están. ¡Auch!
",La historia después de la senadora y su pistola,http://www.eluniversal.com.mx/estados/la-historia-despues-de-la-senadora-y-su-pistola
,La foto del día (Junio 2019),http://www.eluniversal.com.mx/galeria/nacion/la-foto-del-dia-junio-2019
,,https://www.tangible-eluniversal.com.mx/las-bacterias-que-viven-en-tu-celular-y-otros-sitios-infestados
